,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1015,Adult,No,Non-Travel,High,Research & Development,Low,2,Life Sciences,3,Male,Very High,2,2.0,Healthcare Representative,4,Divorced,High,5,No,14.0,3.0,4.0,1,Very High,2,4,Low,0,0.0,0.0
1016,Adult,No,Travel_Rarely,High,Sales,Very High,3,Life Sciences,1,Male,Low,2,2.0,Sales Executive,3,Married,Very High,2,No,18.0,3.0,4.0,0,Low,3,3,Low,2,2.0,2.0
1017,Senior Citizen,Yes,Travel_Rarely,Low,Research & Development,Low,4,Life Sciences,4,Male,Low,3,5.0,Research Director,2,Single,Very High,7,Yes,12.0,3.0,4.0,0,Very High,2,3,Very High,15,13.0,8.0
1018,Adult,No,Travel_Rarely,Low,Research & Development,High,3,Life Sciences,3,Female,Low,4,3.0,Research Director,4,Married,High,1,Yes,25.0,4.0,1.0,1,Very High,2,3,Very High,11,6.0,8.0
1019,Elderly,No,Travel_Frequently,High,Research & Development,Very High,3,Life Sciences,3,Female,Very High,3,3.0,Manufacturing Director,1,Married,Medium,8,No,11.0,3.0,3.0,1,Very High,1,3,High,7,0.0,1.0
1020,Adult,No,Travel_Rarely,Low,Research & Development,Very High,2,Life Sciences,3,Male,Very High,2,3.0,Research Director,4,Divorced,High,0,Yes,14.0,3.0,2.0,1,High,3,3,Very High,10,2.0,9.0
1021,Adult,No,Travel_Rarely,Medium,Sales,Very High,2,Medical,1,Male,Low,3,2.0,Sales Executive,3,Divorced,Low,5,No,12.0,3.0,1.0,2,Medium,5,3,Low,0,0.0,0.0
1022,Elderly,Yes,Travel_Rarely,Medium,Sales,High,2,Medical,3,Male,High,2,3.0,Sales Executive,4,Single,Medium,1,No,16.0,3.0,4.0,0,Medium,3,3,High,8,4.0,7.0
1023,Adult,No,Travel_Rarely,Low,Research & Development,Medium,3,Medical,2,Male,Medium,2,1.0,Research Scientist,2,Married,Low,1,No,12.0,3.0,2.0,1,Low,3,2,High,4,1.0,1.0
1024,Adult,No,Travel_Rarely,Medium,Research & Development,Low,3,Technical Degree,4,Male,Very High,3,1.0,Research Scientist,1,Single,Low,2,No,11.0,3.0,2.0,0,Low,2,2,Low,2,1.0,2.0
1025,Adult,No,Travel_Rarely,Low,Sales,Low,4,Medical,4,Male,Very High,3,2.0,Sales Executive,4,Divorced,Low,1,No,14.0,3.0,3.0,2,Low,5,3,High,2,0.0,4.0
1026,Adult,No,Travel_Frequently,Medium,Research & Development,Medium,2,Medical,3,Male,Medium,2,5.0,Manager,4,Married,Very High,1,No,15.0,3.0,1.0,1,Very High,2,3,Very High,9,13.0,3.0
1027,Elderly,No,Travel_Frequently,Low,Research & Development,Low,3,Life Sciences,4,Female,Low,3,2.0,Healthcare Representative,4,Married,Very High,4,No,13.0,3.0,2.0,1,High,2,2,Medium,2,2.0,2.0
1028,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Life Sciences,3,Male,Medium,3,1.0,Research Scientist,4,Single,Very High,1,No,19.0,3.0,1.0,0,Low,1,3,High,5,1.0,5.0
1029,Elderly,Yes,Travel_Frequently,Medium,Sales,High,2,Technical Degree,2,Male,Medium,3,2.0,Sales Executive,3,Married,Very High,3,Yes,14.0,3.0,1.0,1,Very High,4,3,Medium,3,1.0,3.0
1030,Elderly,No,Travel_Rarely,Medium,Research & Development,Medium,2,Technical Degree,2,Female,Low,4,1.0,Research Scientist,3,Married,High,1,No,13.0,3.0,3.0,0,Medium,3,3,Very High,6,0.0,8.0
1031,Adult,Yes,Travel_Rarely,Low,Human Resources,High,3,Human Resources,1,Male,Medium,2,1.0,Human Resources,1,Divorced,Low,4,Yes,15.0,3.0,4.0,3,Low,3,3,Low,2,2.0,0.0
1032,Elderly,No,Travel_Rarely,High,Sales,Medium,3,Marketing,2,Male,Very High,3,5.0,Manager,2,Married,Medium,7,No,11.0,3.0,3.0,1,Very High,5,3,Very High,9,3.0,10.0
1033,Adult,No,Travel_Rarely,Low,Research & Development,Very High,4,Life Sciences,3,Female,Medium,2,1.0,Laboratory Technician,2,Single,High,1,No,13.0,3.0,3.0,0,Low,3,3,High,2,4.0,1.0
1034,Elderly,No,Travel_Rarely,Low,Sales,High,4,Marketing,4,Male,Medium,3,1.0,Sales Representative,2,Married,Medium,7,No,15.0,3.0,4.0,1,Low,2,3,Low,2,2.0,2.0
1035,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Life Sciences,3,Male,Very High,3,2.0,Manufacturing Director,3,Married,Very High,3,No,17.0,3.0,1.0,3,Medium,2,2,Medium,3,0.0,2.0
1036,Adult,No,Travel_Rarely,High,Research & Development,Low,4,Medical,3,Male,High,3,1.0,Laboratory Technician,3,Single,Medium,4,No,21.0,4.0,3.0,0,Very High,6,3,Very High,8,3.0,9.0
1037,Elderly,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,3,Male,Very High,1,5.0,Research Director,4,Married,High,3,No,14.0,3.0,2.0,1,Very High,2,3,High,7,0.0,7.0
1038,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,4,Female,High,3,2.0,Research Scientist,2,Divorced,High,1,No,12.0,3.0,3.0,1,High,2,3,Very High,8,7.0,9.0
1039,Adult,Yes,Travel_Rarely,High,Sales,Medium,2,Medical,4,Female,Low,3,2.0,Sales Executive,3,Married,High,4,Yes,18.0,3.0,1.0,0,High,3,2,Low,0,0.0,0.0
1040,Elderly,No,Travel_Frequently,Medium,Research & Development,High,3,Life Sciences,2,Male,High,3,5.0,Manager,4,Divorced,High,1,No,13.0,3.0,2.0,1,Very High,4,2,Very High,7,14.0,9.0
1041,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,4,Medical,1,Male,Very High,4,1.0,Laboratory Technician,4,Married,Medium,1,No,22.0,4.0,2.0,1,Medium,2,3,High,7,0.0,7.0
1042,Elderly,No,Travel_Rarely,High,Research & Development,Very High,3,Technical Degree,4,Male,Very High,4,1.0,Laboratory Technician,2,Divorced,Low,5,No,12.0,3.0,3.0,1,Medium,0,3,High,4,0.0,2.0
1043,Adult,No,Non-Travel,Medium,Research & Development,Medium,2,Life Sciences,2,Male,Very High,4,2.0,Healthcare Representative,1,Divorced,High,1,No,12.0,3.0,4.0,2,Low,2,3,High,3,1.0,5.0
1044,Adult,No,Travel_Rarely,High,Research & Development,High,3,Life Sciences,4,Female,Very High,3,1.0,Laboratory Technician,1,Divorced,Very High,1,No,12.0,3.0,3.0,1,Very High,2,2,Very High,7,12.0,17.0
1045,Adult,No,Travel_Rarely,High,Sales,Low,4,Life Sciences,3,Male,High,3,1.0,Sales Representative,4,Single,High,3,Yes,21.0,4.0,4.0,0,Medium,3,2,Low,2,1.0,2.0
1046,Elderly,No,Travel_Rarely,Low,Research & Development,Medium,4,Medical,4,Female,High,3,2.0,Research Scientist,4,Married,High,4,No,15.0,3.0,2.0,1,High,2,2,High,1,1.0,7.0
1047,Young Adult,Yes,Travel_Rarely,Medium,Research & Development,Medium,1,Life Sciences,2,Female,Low,3,2.0,Manufacturing Director,3,Married,Medium,0,Yes,19.0,3.0,1.0,1,Low,3,4,Low,2,0.0,2.0
1048,Elderly,No,Travel_Frequently,High,Research & Development,Very High,1,Medical,1,Female,Very High,3,3.0,Healthcare Representative,3,Married,Medium,5,No,11.0,3.0,4.0,0,Very High,3,2,Low,2,1.0,2.0
1049,Elderly,No,Travel_Rarely,Very High,Research & Development,High,4,Life Sciences,2,Male,Very High,2,3.0,Research Director,2,Married,High,5,No,16.0,3.0,4.0,2,Very High,5,1,Very High,9,4.0,7.0
1050,Adult,No,Travel_Frequently,Medium,Sales,Low,4,Other,4,Male,Medium,3,2.0,Sales Executive,1,Single,Very High,7,No,13.0,3.0,4.0,0,Medium,3,3,Medium,2,0.0,3.0
1051,Adult,No,Travel_Rarely,Medium,Research & Development,Low,2,Life Sciences,2,Male,Low,2,2.0,Healthcare Representative,3,Single,Medium,1,No,12.0,3.0,2.0,0,Low,2,2,Medium,3,1.0,2.0
1052,Adult,No,Travel_Rarely,High,Sales,Medium,3,Technical Degree,1,Male,Medium,3,2.0,Sales Executive,3,Married,Very High,1,No,19.0,3.0,3.0,1,Low,3,3,Medium,2,0.0,2.0
1053,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,1,Life Sciences,2,Male,Low,3,1.0,Research Scientist,4,Married,Low,1,No,12.0,3.0,2.0,1,Medium,2,2,Very High,0,0.0,8.0
1054,Elderly,No,Non-Travel,Medium,Research & Development,Low,1,Life Sciences,3,Male,Low,3,4.0,Manager,3,Married,Very High,0,Yes,13.0,3.0,4.0,0,Very High,3,2,Very High,8,2.0,8.0
1055,Adult,No,Non-Travel,High,Research & Development,Low,4,Medical,4,Female,Low,2,2.0,Manufacturing Director,3,Married,High,0,No,15.0,3.0,3.0,0,Low,6,3,Low,2,1.0,2.0
1056,Adult,No,Non-Travel,High,Research & Development,Very High,4,Medical,4,Female,High,3,1.0,Laboratory Technician,3,Single,Medium,9,No,12.0,3.0,2.0,0,Medium,2,3,High,7,7.0,7.0
1057,Elderly,No,Travel_Rarely,Medium,Research & Development,Medium,2,Medical,4,Female,Low,3,2.0,Manufacturing Director,3,Single,Very High,6,No,14.0,3.0,2.0,0,Medium,6,3,Low,2,2.0,1.0
1058,Adult,No,Non-Travel,Very High,Research & Development,Low,3,Life Sciences,3,Female,Medium,1,2.0,Laboratory Technician,4,Married,High,0,No,11.0,3.0,1.0,3,Medium,6,3,High,8,7.0,5.0
1059,Adult,No,Travel_Rarely,High,Research & Development,Medium,4,Medical,1,Female,Very High,2,1.0,Laboratory Technician,2,Married,Low,8,No,11.0,3.0,4.0,0,Medium,5,3,Medium,4,0.0,2.0
1060,Adult,No,Travel_Rarely,Low,Research & Development,High,1,Other,3,Female,Low,1,2.0,Healthcare Representative,1,Married,Low,3,No,13.0,3.0,3.0,1,Medium,3,3,High,7,0.0,7.0
1061,Senior Citizen,No,Travel_Frequently,High,Sales,Medium,3,Life Sciences,3,Male,Very High,4,4.0,Sales Executive,1,Married,High,9,No,11.0,3.0,4.0,3,Very High,0,2,High,7,7.0,7.0
1062,Adult,No,Travel_Frequently,Very High,Research & Development,Very High,3,Life Sciences,1,Male,Very High,1,1.0,Research Scientist,3,Divorced,Very High,1,No,25.0,4.0,3.0,3,Medium,2,2,Very High,7,0.0,9.0
1063,Young Adult,No,Travel_Rarely,Low,Research & Development,High,3,Medical,1,Female,Low,3,1.0,Research Scientist,2,Married,Very High,1,No,13.0,3.0,4.0,1,Low,1,3,Low,1,1.0,2.0
1064,Adult,No,Travel_Frequently,High,Research & Development,Low,2,Life Sciences,4,Male,High,3,1.0,Laboratory Technician,4,Single,Medium,0,No,13.0,3.0,3.0,0,Medium,2,2,High,7,3.0,6.0
1065,Senior Citizen,No,Travel_Frequently,Very High,Sales,Low,1,Life Sciences,1,Female,Medium,2,2.0,Sales Executive,3,Single,Very High,7,No,11.0,3.0,4.0,0,Very High,2,2,Medium,3,1.0,3.0
1066,Elderly,No,Travel_Frequently,Medium,Research & Development,High,2,Medical,1,Female,High,3,1.0,Laboratory Technician,4,Single,High,1,No,13.0,3.0,3.0,0,High,3,3,Very High,9,5.0,8.0
1067,Elderly,No,Travel_Frequently,Very High,Research & Development,Very High,5,Medical,2,Male,Low,3,4.0,Healthcare Representative,3,Married,Very High,2,Yes,15.0,3.0,3.0,1,Very High,3,3,Very High,8,12.0,13.0
1068,Adult,Yes,Travel_Rarely,Medium,Research & Development,Low,2,Life Sciences,1,Female,Low,3,1.0,Laboratory Technician,1,Married,Very High,7,No,20.0,4.0,1.0,0,High,3,4,High,7,1.0,7.0
1069,Adult,No,Travel_Rarely,High,Research & Development,High,3,Life Sciences,1,Male,Low,3,1.0,Research Scientist,1,Married,Medium,1,Yes,14.0,3.0,4.0,2,Medium,3,2,High,7,6.0,8.0
1070,Elderly,No,Non-Travel,High,Research & Development,Medium,2,Life Sciences,3,Male,Medium,3,2.0,Laboratory Technician,2,Married,Very High,1,No,12.0,3.0,2.0,0,Medium,5,2,High,7,0.0,8.0
1071,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Other,3,Female,Medium,2,1.0,Research Scientist,2,Married,Very High,1,No,19.0,3.0,3.0,0,Low,3,2,Medium,4,4.0,3.0
1072,Elderly,No,Travel_Rarely,Low,Sales,High,3,Marketing,3,Female,Medium,3,2.0,Sales Executive,2,Married,Very High,5,No,21.0,4.0,3.0,1,High,3,3,Medium,4,1.0,4.0
1073,Adult,No,Travel_Rarely,Medium,Sales,Very High,1,Medical,2,Female,Low,2,2.0,Sales Representative,3,Married,Low,1,No,21.0,4.0,4.0,1,Medium,5,3,High,8,5.0,8.0
1074,Elderly,No,Travel_Rarely,High,Research & Development,Medium,1,Life Sciences,1,Male,Very High,3,5.0,Research Director,2,Divorced,High,3,No,14.0,3.0,1.0,2,Very High,4,2,Very High,4,1.0,6.0
1075,Adult,No,Travel_Rarely,Very High,Sales,Very High,1,Life Sciences,1,Male,Very High,4,2.0,Sales Executive,3,Married,Medium,2,No,11.0,3.0,2.0,0,Low,3,2,Low,2,1.0,2.0
1076,Adult,No,Travel_Rarely,Medium,Research & Development,Low,2,Life Sciences,3,Female,High,3,3.0,Manufacturing Director,1,Married,Low,1,No,11.0,3.0,4.0,0,Medium,3,3,High,7,0.0,7.0
1077,Adult,No,Travel_Frequently,Low,Research & Development,Low,3,Medical,4,Female,Low,2,1.0,Laboratory Technician,2,Single,Very High,1,No,22.0,4.0,2.0,0,Low,3,3,Medium,3,3.0,3.0
1078,Adult,No,Travel_Frequently,Very High,Research & Development,Very High,4,Life Sciences,3,Male,High,3,2.0,Healthcare Representative,3,Married,Very High,1,Yes,14.0,3.0,4.0,2,Medium,2,4,Very High,2,0.0,2.0
1079,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,1,Medical,3,Female,Medium,2,1.0,Research Scientist,1,Single,High,1,No,11.0,3.0,4.0,0,Low,3,2,High,5,1.0,1.0
1080,Adult,No,Travel_Frequently,Low,Research & Development,Low,3,Medical,2,Female,Low,3,2.0,Laboratory Technician,2,Single,High,5,No,11.0,3.0,4.0,0,Medium,5,3,High,2,1.0,2.0
1081,Adult,No,Travel_Rarely,Medium,Sales,Very High,2,Marketing,1,Male,High,3,2.0,Sales Executive,2,Married,Low,1,No,20.0,4.0,4.0,2,Low,5,4,Medium,3,1.0,4.0
1082,Adult,No,Travel_Rarely,High,Sales,Medium,2,Life Sciences,2,Female,Very High,2,2.0,Sales Executive,4,Single,Medium,1,Yes,11.0,3.0,2.0,0,Low,3,3,Medium,4,1.0,3.0
1083,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,1,Medical,2,Female,Medium,3,1.0,Laboratory Technician,4,Married,Very High,1,No,13.0,3.0,1.0,1,Medium,5,3,Very High,8,0.0,8.0
1084,Elderly,No,Travel_Rarely,Medium,Sales,Low,3,Marketing,2,Male,Medium,4,3.0,Sales Executive,1,Married,High,1,No,16.0,3.0,3.0,1,Medium,2,3,Very High,7,0.0,7.0
1085,Adult,No,Travel_Rarely,Very High,Research & Development,High,3,Medical,4,Female,Medium,2,3.0,Healthcare Representative,2,Single,High,1,No,14.0,3.0,2.0,0,Medium,3,4,High,7,7.0,7.0
1086,Adult,Yes,Travel_Rarely,Low,Research & Development,Very High,3,Medical,3,Male,Medium,3,1.0,Laboratory Technician,2,Married,Low,1,Yes,17.0,3.0,3.0,3,Low,3,3,Low,1,0.0,0.0
1087,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,2,Medical,4,Female,Very High,3,1.0,Research Scientist,2,Single,Low,2,No,15.0,3.0,4.0,0,Medium,3,3,Low,2,1.0,2.0
1088,Young Adult,No,Travel_Rarely,Low,Research & Development,High,1,Medical,1,Male,High,4,1.0,Research Scientist,3,Single,High,1,No,18.0,3.0,4.0,0,Low,3,3,Low,2,0.0,2.0
1089,Adult,No,Travel_Rarely,Very High,Research & Development,Low,4,Life Sciences,4,Male,High,2,1.0,Research Scientist,3,Divorced,Medium,3,No,12.0,3.0,3.0,1,High,3,3,High,3,5.0,7.0
1090,Adult,No,Travel_Rarely,High,Research & Development,Low,1,Life Sciences,4,Male,High,3,1.0,Research Scientist,1,Single,High,1,No,13.0,3.0,4.0,0,Low,2,3,Low,0,0.0,0.0
1091,Young Adult,Yes,Travel_Rarely,Low,Sales,Medium,3,Life Sciences,3,Male,Very High,3,1.0,Sales Representative,4,Divorced,Very High,1,Yes,21.0,4.0,2.0,1,Low,2,3,Low,2,0.0,2.0
1092,Young Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,1,Male,Very High,2,1.0,Laboratory Technician,3,Single,Medium,1,No,12.0,3.0,1.0,0,Low,2,2,Low,2,1.0,2.0
1093,Adult,No,Travel_Rarely,Low,Sales,High,2,Life Sciences,1,Male,Low,3,3.0,Sales Executive,4,Divorced,Medium,1,No,18.0,3.0,1.0,1,High,5,3,Very High,7,9.0,9.0
1094,Adult,No,Non-Travel,Very High,Research & Development,Low,2,Medical,2,Male,Medium,2,1.0,Laboratory Technician,3,Divorced,High,1,No,12.0,3.0,3.0,3,Low,2,2,Low,1,0.0,0.0
1095,Adult,No,Travel_Frequently,High,Sales,High,3,Marketing,2,Female,Low,3,3.0,Sales Executive,4,Single,High,1,No,14.0,3.0,4.0,0,Medium,2,3,High,8,3.0,7.0
1096,Adult,No,Non-Travel,Low,Sales,Low,1,Marketing,3,Male,High,3,2.0,Sales Executive,2,Married,Very High,0,Yes,13.0,3.0,4.0,1,Low,0,3,Medium,4,1.0,4.0
1097,Adult,No,Travel_Rarely,Low,Research & Development,Very High,3,Medical,2,Male,Very High,3,2.0,Laboratory Technician,3,Married,High,4,No,13.0,3.0,1.0,2,Medium,1,3,High,7,7.0,7.0
1098,Adult,No,Travel_Rarely,Medium,Sales,Low,4,Marketing,2,Female,Very High,3,2.0,Sales Executive,2,Married,Low,1,Yes,20.0,4.0,1.0,0,Medium,2,3,High,7,7.0,5.0
1099,Adult,No,Travel_Rarely,Very High,Sales,Very High,3,Life Sciences,3,Male,High,2,2.0,Sales Executive,3,Divorced,Very High,1,No,14.0,3.0,3.0,2,Medium,3,3,Very High,7,0.0,4.0
1100,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,4,Medical,2,Female,Very High,3,3.0,Manager,1,Married,Very High,1,Yes,23.0,4.0,4.0,2,Medium,2,3,High,1,0.0,8.0
1101,Elderly,Yes,Travel_Rarely,Low,Research & Development,Very High,2,Medical,4,Female,High,3,2.0,Healthcare Representative,2,Married,Medium,4,No,22.0,4.0,4.0,1,High,2,4,High,7,3.0,7.0
1102,Elderly,No,Travel_Rarely,Very High,Research & Development,Low,2,Medical,4,Female,High,4,1.0,Research Scientist,3,Divorced,Very High,1,No,12.0,3.0,4.0,2,Low,3,2,Medium,3,1.0,4.0
1103,Adult,No,Travel_Frequently,High,Research & Development,Low,4,Other,3,Female,Very High,4,2.0,Healthcare Representative,2,Married,High,1,Yes,13.0,3.0,1.0,1,Low,2,3,High,5,1.0,2.0
1104,Adult,No,Travel_Rarely,Low,Sales,High,4,Life Sciences,2,Male,Very High,3,2.0,Sales Executive,4,Single,Very High,1,No,16.0,3.0,4.0,0,Medium,1,3,High,5,0.0,7.0
1105,Adult,No,Travel_Frequently,Medium,Research & Development,Low,3,Medical,4,Male,Very High,2,2.0,Healthcare Representative,1,Single,Very High,0,No,20.0,4.0,3.0,0,High,3,3,Very High,9,4.0,9.0
1106,Adult,No,Travel_Rarely,Medium,Sales,High,3,Medical,3,Male,Medium,3,2.0,Sales Executive,4,Single,Medium,1,No,13.0,3.0,1.0,0,Low,4,3,Medium,3,1.0,2.0
1107,Adult,No,Travel_Rarely,High,Research & Development,High,2,Medical,2,Male,Medium,2,2.0,Manufacturing Director,2,Divorced,Medium,2,Yes,11.0,3.0,3.0,1,High,2,3,Low,2,0.0,2.0
1108,Adult,Yes,Travel_Rarely,Low,Research & Development,High,4,Other,2,Male,High,1,1.0,Laboratory Technician,1,Married,Low,1,Yes,11.0,3.0,4.0,0,Medium,4,2,High,7,0.0,7.0
1109,Adult,Yes,Travel_Rarely,Low,Sales,High,2,Life Sciences,1,Male,High,2,1.0,Sales Representative,1,Married,High,3,No,12.0,3.0,1.0,0,Low,2,3,Low,2,2.0,2.0
1110,Adult,No,Travel_Rarely,Very High,Sales,Very High,2,Marketing,4,Male,Low,3,2.0,Sales Executive,4,Divorced,Medium,2,No,14.0,3.0,4.0,1,Medium,2,3,Low,2,0.0,2.0
1111,Adult,No,Travel_Rarely,High,Research & Development,Very High,3,Medical,2,Male,Medium,1,2.0,Healthcare Representative,4,Married,Very High,3,Yes,16.0,3.0,3.0,1,High,2,3,Low,0,1.0,0.0
1112,Adult,No,Travel_Rarely,High,Sales,High,4,Marketing,2,Female,Very High,2,2.0,Sales Executive,4,Married,Medium,4,No,13.0,3.0,1.0,1,Medium,2,2,High,3,0.0,0.0
1113,Adult,No,Travel_Frequently,Very High,Sales,Very High,3,Technical Degree,3,Female,Very High,3,1.0,Sales Representative,4,Married,High,1,No,15.0,3.0,2.0,1,Low,5,3,Low,1,0.0,2.0
1114,Elderly,No,Travel_Rarely,Very High,Research & Development,High,4,Other,4,Male,Low,3,2.0,Healthcare Representative,4,Married,High,2,Yes,13.0,3.0,4.0,0,Medium,5,4,Medium,2,1.0,3.0
1115,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,4,Other,4,Male,Low,3,5.0,Manager,4,Married,Medium,4,Yes,12.0,3.0,1.0,1,Very High,2,4,Low,2,0.0,1.0
1116,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,3,Medical,1,Female,High,4,1.0,Laboratory Technician,3,Divorced,High,8,No,12.0,3.0,2.0,1,Low,0,2,Low,2,2.0,2.0
1117,Elderly,No,Travel_Rarely,High,Research & Development,Medium,3,Medical,1,Female,Very High,2,5.0,Manager,3,Married,Very High,7,No,13.0,3.0,4.0,0,Very High,2,3,Very High,12,6.0,14.0
1118,Elderly,No,Non-Travel,High,Sales,Very High,2,Life Sciences,2,Male,Very High,2,2.0,Sales Executive,2,Single,Very High,8,No,15.0,3.0,3.0,0,Low,3,3,Low,2,2.0,2.0
1119,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,1,Medical,4,Female,Low,2,2.0,Manufacturing Director,3,Divorced,Very High,1,No,15.0,3.0,2.0,2,Low,6,3,Medium,2,3.0,2.0
1120,Elderly,No,Travel_Rarely,Medium,Research & Development,High,4,Life Sciences,3,Male,Low,3,2.0,Healthcare Representative,2,Single,Medium,6,No,14.0,3.0,4.0,0,Very High,3,3,Very High,7,0.0,9.0
1121,Adult,Yes,Travel_Frequently,Low,Research & Development,High,4,Life Sciences,4,Male,Very High,3,2.0,Laboratory Technician,1,Married,Low,4,No,17.0,3.0,3.0,1,High,3,2,High,1,0.0,7.0
1122,Adult,No,Travel_Frequently,Low,Research & Development,Low,1,Life Sciences,4,Female,Very High,3,1.0,Laboratory Technician,2,Married,Low,0,No,13.0,3.0,3.0,3,Low,3,3,Low,2,0.0,2.0
1123,Elderly,No,Travel_Rarely,Medium,Sales,Medium,1,Marketing,3,Female,Very High,3,3.0,Sales Executive,3,Divorced,Very High,0,Yes,13.0,3.0,4.0,1,Very High,3,4,Very High,14,13.0,5.0
1124,Young Adult,Yes,Travel_Rarely,Low,Research & Development,Medium,3,Technical Degree,1,Male,Very High,3,1.0,Laboratory Technician,1,Single,Medium,1,No,19.0,3.0,2.0,0,Low,2,3,Low,0,0.0,0.0
1125,Adult,No,Non-Travel,Low,Sales,High,3,Technical Degree,3,Female,Very High,3,2.0,Sales Executive,4,Single,High,1,Yes,13.0,3.0,2.0,0,Low,1,3,Medium,3,1.0,3.0
1126,Adult,No,Travel_Rarely,High,Sales,High,3,Life Sciences,4,Male,Medium,4,2.0,Sales Executive,2,Married,High,0,No,22.0,4.0,3.0,1,Low,4,3,Low,2,1.0,2.0
1127,Elderly,No,Travel_Rarely,Low,Research & Development,Low,3,Medical,4,Female,Medium,2,1.0,Laboratory Technician,1,Divorced,Low,0,Yes,11.0,3.0,3.0,1,Medium,4,3,High,6,7.0,8.0
1128,Elderly,No,Travel_Rarely,High,Research & Development,Medium,4,Medical,3,Male,Low,3,4.0,Research Director,3,Married,Very High,3,Yes,16.0,3.0,4.0,3,Very High,5,2,Medium,3,1.0,3.0
1129,Elderly,Yes,Travel_Frequently,High,Sales,Low,4,Life Sciences,2,Male,Very High,3,2.0,Sales Executive,3,Divorced,Medium,7,No,12.0,3.0,4.0,2,High,3,3,High,3,0.0,1.0
1130,Adult,No,Travel_Frequently,Very High,Research & Development,High,4,Medical,4,Male,Low,3,1.0,Research Scientist,2,Divorced,Very High,8,Yes,14.0,3.0,4.0,1,Low,2,3,Low,1,0.0,0.0
1131,Senior Citizen,No,Travel_Rarely,Very High,Research & Development,Medium,3,Medical,3,Female,Very High,4,1.0,Laboratory Technician,1,Married,Medium,4,Yes,20.0,4.0,1.0,3,High,3,2,Low,0,0.0,0.0
1132,Adult,Yes,Travel_Rarely,Low,Sales,Low,4,Marketing,3,Male,Very High,2,2.0,Sales Executive,2,Single,Very High,7,Yes,12.0,3.0,3.0,0,Medium,3,2,Low,2,2.0,2.0
1133,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,3,Female,Very High,2,2.0,Manufacturing Director,3,Married,High,1,No,12.0,3.0,3.0,1,High,3,3,Very High,13,6.0,8.0
1134,Adult,No,Travel_Rarely,Medium,Sales,Low,2,Medical,1,Female,Very High,4,2.0,Sales Executive,3,Single,Very High,0,No,14.0,3.0,2.0,0,Medium,5,2,High,7,0.0,7.0
1135,Elderly,No,Travel_Rarely,Very High,Research & Development,Very High,2,Life Sciences,3,Male,High,2,4.0,Research Director,3,Married,Low,1,No,24.0,4.0,1.0,1,High,3,3,Very High,10,6.0,11.0
1136,Elderly,No,Travel_Rarely,Low,Research & Development,Low,3,Medical,4,Male,Very High,3,5.0,Manager,1,Single,High,0,Yes,14.0,3.0,3.0,0,Very High,2,3,Very High,10,4.0,13.0
1137,Adult,No,Travel_Frequently,Very High,Human Resources,Low,4,Other,4,Male,Very High,3,1.0,Human Resources,2,Married,Low,0,Yes,11.0,3.0,2.0,1,Medium,2,3,High,2,1.0,2.0
1138,Adult,No,Travel_Rarely,Very High,Sales,High,2,Other,1,Female,Very High,3,2.0,Sales Executive,3,Divorced,Medium,0,Yes,22.0,4.0,2.0,1,Low,3,2,Medium,3,0.0,4.0
1139,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,4,Life Sciences,2,Female,Low,3,3.0,Healthcare Representative,1,Married,Very High,4,No,12.0,3.0,3.0,2,Medium,6,3,Low,2,0.0,2.0
